"This file contains political files uploaded by WPVI-TV during the years 2014 as of 2014-11-19 23:16:55.019030. This station serves PHILADELPHIA, PA in the PHILADELPHIA market and FCC's partyName--generally the owner-- is ABC, INC.. FCC records give the rfChannel as 6, virtualChannel as 6 and network affiiliate as ABC."
order_number,revision,product,flight_date_start,flight_date_end,advertiser,original_date,revision_date,agency_name,demographic,spots,gross,contract_type,file_url,upload_time,callsign,file_size,fcc_id,pdf_location,txt_location,Tagged,Producer,Creator,Encrypted,Author,File size,Optimized,PDF version,Title,Page size,CreationDate,Pages
63172,2,JOHN KANE FOR STATE SENATE,10/06/14,10/14/14,Kane for Senate,10/07/14,10/15/14,Buying Time,Adults 35+,37,"$60,900.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/John%20Kane%20for%20State%20Senate/John%20Kane%20For%20State%20Senate%2063172%20Rev%202%20%2814133989477879%29.pdf,2014-10-15 14:49:00,WPVI-TV,153.71 Kb,14133989477879,pdfs/14133989477879.pdf,txts/14133989477879.txt,no,ReportBuilder,,no,,157403 bytes,yes,1.3,,612 x 792.003 pts (letter),Wed Oct 15 13:16:06 2014,4
64062,,JOHN KANE FOR STATE SENATE,10/15/14,10/21/14,Kane for Senate,10/14/14,10/14/14,Buying Time,Adults 35+,20,"$28,600.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/John%20Kane%20for%20State%20Senate/John%20Kane%20For%20State%20Senate%2064062%20Rev%200%20%2814150543202110%29.pdf,2014-11-03 17:38:00,WPVI-TV,150.95 Kb,14150543202110,pdfs/14150543202110.pdf,txts/14150543202110.txt,no,ReportBuilder,,no,,154568 bytes,no,1.3,,612 x 792.003 pts (letter),Mon Nov  3 17:38:02 2014,4
64062,1,JOHN KANE FOR STATE SENATE,10/15/14,10/21/14,Kane for Senate,10/14/14,10/15/14,Buying Time,Adults 35+,42,"$69,050.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/John%20Kane%20for%20State%20Senate/John%20Kane%20For%20State%20Senate%2064062%20Rev%201%20%2814150543251368%29.pdf,2014-11-03 17:38:00,WPVI-TV,155.21 Kb,14150543251368,pdfs/14150543251368.pdf,txts/14150543251368.txt,no,ReportBuilder,,no,,158940 bytes,no,1.3,,612 x 792.003 pts (letter),Mon Nov  3 17:37:22 2014,4
64062,2,JOHN KANE FOR STATE SENATE,10/15/14,10/21/14,Kane for Senate,10/14/14,10/15/14,Buying Time,Adults 35+,42,"$69,050.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/John%20Kane%20for%20State%20Senate/John%20Kane%20For%20State%20Senate%2064062%20Rev%202%20%2814150543300695%29.pdf,2014-11-03 17:38:00,WPVI-TV,155.21 Kb,14150543300695,pdfs/14150543300695.pdf,txts/14150543300695.txt,no,ReportBuilder,,no,,158935 bytes,no,1.3,,612 x 792.003 pts (letter),Mon Nov  3 17:36:39 2014,4
64062,3,JOHN KANE FOR STATE SENATE,10/15/14,10/21/14,Kane for Senate,10/14/14,10/15/14,Buying Time,Adults 35+,42,"$69,050.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/John%20Kane%20for%20State%20Senate/John%20Kane%20For%20State%20Senate%2064062%20Rev%203%20%2814150543352292%29.pdf,2014-11-03 17:38:00,WPVI-TV,155.21 Kb,14150543352292,pdfs/14150543352292.pdf,txts/14150543352292.txt,no,ReportBuilder,,no,,158934 bytes,no,1.3,,612 x 792.003 pts (letter),Mon Nov  3 17:36:09 2014,4
64062,4,JOHN KANE FOR STATE SENATE,10/15/14,10/21/14,Kane for Senate,10/14/14,10/17/14,Buying Time,Adults 35+,42,"$69,000.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/John%20Kane%20for%20State%20Senate/John%20Kane%20For%20State%20Senate%2064062%20Rev%204%20%2814150543535619%29.pdf,2014-11-03 17:39:00,WPVI-TV,155.22 Kb,14150543535619,pdfs/14150543535619.pdf,txts/14150543535619.txt,no,ReportBuilder,,no,,158943 bytes,no,1.3,,612 x 792.003 pts (letter),Mon Nov  3 17:34:27 2014,4
64901,,JOHN KANE FOR STATE SENATE,10/22/14,10/22/14,Kane for Senate,10/21/14,10/21/14,Buying Time,Adults 35+,4,"$3,500.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/John%20Kane%20for%20State%20Senate/John%20Kane%20For%20State%20Senate%2064901%20Rev%200%20%2814139243466180%29.pdf,2014-10-21 16:45:00,WPVI-TV,124.01 Kb,14139243466180,pdfs/14139243466180.pdf,txts/14139243466180.txt,no,ReportBuilder,,no,,126986 bytes,yes,1.3,,612 x 792.003 pts (letter),Tue Oct 21 15:25:13 2014,3
64901,1,JOHN KANE FOR STATE SENATE,10/22/14,10/24/14,Kane for Senate,10/21/14,10/23/14,Buying Time,Adults 35+,8,"$8,200.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/John%20Kane%20for%20State%20Senate/John%20Kane%20For%20State%20Senate%2064901%20Rev%201%20%2814140930489067%29.pdf,2014-10-23 15:37:00,WPVI-TV,148.01 Kb,14140930489067,pdfs/14140930489067.pdf,txts/14140930489067.txt,no,ReportBuilder,,no,,151564 bytes,yes,1.3,,612 x 792.003 pts (letter),Thu Oct 23 15:12:53 2014,4
64901,2,JOHN KANE FOR STATE SENATE,10/22/14,10/24/14,Kane for Senate,10/21/14,10/23/14,Buying Time,Adults 35+,12,"$14,700.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/John%20Kane%20for%20State%20Senate/John%20Kane%20For%20State%20Senate%2064901%20Rev%202%20%2814141639308721%29.pdf,2014-10-24 11:18:00,WPVI-TV,148.80 Kb,14141639308721,pdfs/14141639308721.pdf,txts/14141639308721.txt,no,ReportBuilder,,no,,152371 bytes,yes,1.3,,612 x 792.003 pts (letter),Thu Oct 23 16:56:15 2014,4
65364,,JOHN KANE FOR STATE SENATE,10/25/14,10/27/14,Kane for Senate,10/24/14,10/24/14,Buying Time,Adults 35+,21,"$28,775.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/John%20Kane%20for%20State%20Senate/John%20Kane%20For%20State%20Senate%2065364%20Rev%200%20%2814141797656419%29.pdf,2014-10-24 15:42:00,WPVI-TV,152.60 Kb,14141797656419,pdfs/14141797656419.pdf,txts/14141797656419.txt,no,ReportBuilder,,no,,156266 bytes,yes,1.3,,612 x 792.003 pts (letter),Fri Oct 24 15:23:44 2014,4
65364,1,JOHN KANE FOR STATE SENATE,10/25/14,10/28/14,Kane for Senate,10/24/14,10/27/14,Buying Time,Adults 35+,29,"$41,150.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/John%20Kane%20for%20State%20Senate/John%20Kane%20For%20State%20Senate%2065364%20Rev%201%20%2814144418260968%29.pdf,2014-10-27 16:30:00,WPVI-TV,177.28 Kb,14144418260968,pdfs/14144418260968.pdf,txts/14144418260968.txt,no,ReportBuilder,,no,,181533 bytes,yes,1.3,,612 x 792.003 pts (letter),Mon Oct 27 15:49:50 2014,5
65364,2,JOHN KANE FOR STATE SENATE,10/25/14,10/28/14,Kane for Senate,10/24/14,10/27/14,Buying Time,Adults 35+,29,"$41,325.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/John%20Kane%20for%20State%20Senate/John%20Kane%20For%20State%20Senate%2065364%20Rev%202%20%2814144418431042%29.pdf,2014-10-27 16:30:00,WPVI-TV,177.27 Kb,14144418431042,pdfs/14144418431042.pdf,txts/14144418431042.txt,no,ReportBuilder,,no,,181527 bytes,yes,1.3,,612 x 792.003 pts (letter),Mon Oct 27 16:13:44 2014,5
65364,3,JOHN KANE FOR STATE SENATE,10/25/14,10/29/14,Kane for Senate,10/24/14,10/28/14,Buying Time,Adults 35+,37,"$53,875.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/John%20Kane%20for%20State%20Senate/John%20Kane%20For%20State%20Senate%2065364%20Rev%203%20%2814145283975730%29.pdf,2014-10-28 16:33:00,WPVI-TV,180.33 Kb,14145283975730,pdfs/14145283975730.pdf,txts/14145283975730.txt,no,ReportBuilder,,no,,184656 bytes,yes,1.3,,612 x 792.003 pts (letter),Tue Oct 28 15:42:11 2014,5
65364,4,JOHN KANE FOR STATE SENATE,10/25/14,10/29/14,Kane for Senate,10/24/14,10/30/14,Buying Time,Adults 35+,37,"$53,850.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/John%20Kane%20for%20State%20Senate/John%20Kane%20For%20State%20Senate%2065364%20Rev%204%20%2814147005334452%29.pdf,2014-10-30 16:22:00,WPVI-TV,180.33 Kb,14147005334452,pdfs/14147005334452.pdf,txts/14147005334452.txt,no,ReportBuilder,,no,,184663 bytes,yes,1.3,,612 x 792.003 pts (letter),Thu Oct 30 11:43:57 2014,5
65745,,JOHN KANE FOR STATE SENATE,10/30/14,10/31/14,Kane for Senate,10/29/14,10/29/14,Buying Time,Adults 35+,9,"$13,850.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/John%20Kane%20for%20State%20Senate/John%20Kane%20For%20State%20Senate%2065745%20Rev%200%20%2814146121928913%29.pdf,2014-10-29 15:49:00,WPVI-TV,148.31 Kb,14146121928913,pdfs/14146121928913.pdf,txts/14146121928913.txt,no,ReportBuilder,,no,,151869 bytes,yes,1.3,,612 x 792.003 pts (letter),Wed Oct 29 15:33:02 2014,4
65745,1,JOHN KANE FOR STATE SENATE,10/30/14,10/31/14,Kane for Senate,10/29/14,10/30/14,Buying Time,Adults 35+,12,"$19,950.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/John%20Kane%20for%20State%20Senate/John%20Kane%20For%20State%20Senate%2065745%20Rev%201%20%2814147005416540%29.pdf,2014-10-30 16:22:00,WPVI-TV,148.34 Kb,14147005416540,pdfs/14147005416540.pdf,txts/14147005416540.txt,no,ReportBuilder,,no,,151899 bytes,yes,1.3,,612 x 792.003 pts (letter),Thu Oct 30 16:09:01 2014,4
65745,2,JOHN KANE FOR STATE SENATE,10/30/14,11/04/14,Kane for Senate,10/29/14,10/31/14,Buying Time,Adults 35+,42,"$78,350.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/John%20Kane%20for%20State%20Senate/John%20Kane%20For%20State%20Senate%2065745%20Rev%202%20%2814150523869231%29.pdf,2014-11-03 17:06:00,WPVI-TV,179.81 Kb,14150523869231,pdfs/14150523869231.pdf,txts/14150523869231.txt,no,ReportBuilder,,no,,184126 bytes,yes,1.3,,612 x 792.003 pts (letter),Fri Oct 31 17:34:30 2014,5
44121,,MCGINTY FOR PA GOVERNOR,05/05/14,05/12/14,"McGinty for Governor, Katie",05/05/14,05/05/14,Canal Partners Media LLC,Adults 35+,47,"$53,400.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/Katie%20McGinty%20for%20Governor/Katie%20McGinty%2044121%20Rev%200%20%2813994124936014%29.pdf,2014-05-06 17:41:00,WPVI-TV,179.02 Kb,13994124936014,pdfs/13994124936014.pdf,txts/13994124936014.txt,no,ReportBuilder,,no,,183321 bytes,yes,1.3,,612 x 792.003 pts (letter),Tue May  6 08:59:02 2014,5
44121,1,MCGINTY FOR PA GOVERNOR,05/05/14,05/12/14,"McGinty for Governor, Katie",05/05/14,05/07/14,Canal Partners Media LLC,Adults 35+,58,"$64,150.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/Katie%20McGinty%20for%20Governor/Katie%20McGinty%2044121%20Rev%201%20%2814000144291828%29.pdf,2014-05-13 16:53:00,WPVI-TV,183.59 Kb,14000144291828,pdfs/14000144291828.pdf,txts/14000144291828.txt,no,ReportBuilder,,no,,187998 bytes,no,1.3,,612 x 792.003 pts (letter),Mon May 12 16:41:23 2014,5
44121,2,MCGINTY FOR PA GOVERNOR,05/05/14,05/12/14,"McGinty for Governor, Katie",05/05/14,05/09/14,Canal Partners Media LLC,Adults 35+,58,"$64,100.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/Katie%20McGinty%20for%20Governor/Katie%20McGinty%2044121%20Rev%202%20%2814000144348933%29.pdf,2014-05-13 16:53:00,WPVI-TV,181.47 Kb,14000144348933,pdfs/14000144348933.pdf,txts/14000144348933.txt,no,ReportBuilder,,no,,185823 bytes,yes,1.3,,612 x 792.003 pts (letter),Mon May 12 09:50:13 2014,5
44757,,MCGINTY FOR PA GOVERNOR,05/19/14,05/20/14,"McGinty for Governor, Katie",05/12/14,05/12/14,Canal Partners Media LLC,Adults 18+,8,"$9,750.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/Katie%20McGinty%20for%20Governor/Katie%20McGinty%2044757%20Rev%200%20%2814020827061615%29.pdf,2014-06-06 15:25:00,WPVI-TV,127.60 Kb,14020827061615,pdfs/14020827061615.pdf,txts/14020827061615.txt,no,ReportBuilder,,no,,130661 bytes,no,1.3,,612 x 792.003 pts (letter),Fri Jun  6 15:04:05 2014,3
44792,,MCGINTY FOR PA GOVERNOR,05/12/14,05/19/14,"McGinty for Governor, Katie",05/12/14,05/12/14,Canal Partners Media LLC,Adults 35+,74,"$91,800.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/Katie%20McGinty%20for%20Governor/Katie%20McGinty%2044792%20Rev%200%20%2814000144212138%29.pdf,2014-05-13 16:53:00,WPVI-TV,179.10 Kb,14000144212138,pdfs/14000144212138.pdf,txts/14000144212138.txt,no,ReportBuilder,,no,,183396 bytes,yes,1.3,,612 x 792.003 pts (letter),Tue May 13 12:04:51 2014,5
63554,,MARK AURAND FOR SENATE,10/11/14,10/14/14,Mark Aurand for Senate,10/10/14,10/10/14,Buying Time,Adults 35+,14,"$19,500.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/Mark%20Aurand%20for%20Stare%20Senate/Mark%20Aurand%20for%20State%20Senate%2063554%20Rev%200%20%2814129721456757%29.pdf,2014-10-10 16:15:00,WPVI-TV,149.19 Kb,14129721456757,pdfs/14129721456757.pdf,txts/14129721456757.txt,no,ReportBuilder,,no,,152775 bytes,yes,1.3,,612 x 792.003 pts (letter),Fri Oct 10 16:12:52 2014,4
64064,,Mark Aurand for Senate,10/15/14,10/21/14,Mark Aurand for Senate,10/14/14,10/15/14,Buying Time,Adults 35+,15,"$23,600.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/Mark%20Aurand%20for%20Stare%20Senate/Mark%20Aurand%20for%20State%20Senate%2064064%20Rev%200%20%2814134083644297%29.pdf,2014-10-15 17:26:00,WPVI-TV,150.63 Kb,14134083644297,pdfs/14134083644297.pdf,txts/14134083644297.txt,no,ReportBuilder,,no,,154247 bytes,yes,1.3,,612 x 792.003 pts (letter),Wed Oct 15 15:04:17 2014,4
64064,1,Mark Aurand for Senate,10/15/14,10/21/14,Mark Aurand for Senate,10/14/14,10/15/14,Buying Time,Adults 35+,15,"$23,600.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/Mark%20Aurand%20for%20Stare%20Senate/Mark%20Aurand%20for%20State%20Senate%2064064%20Rev%201%20%2814134083762842%29.pdf,2014-10-15 17:26:00,WPVI-TV,150.63 Kb,14134083762842,pdfs/14134083762842.pdf,txts/14134083762842.txt,no,ReportBuilder,,no,,154247 bytes,yes,1.3,,612 x 792.003 pts (letter),Wed Oct 15 15:13:07 2014,4
64064,2,Mark Aurand for Senate,10/15/14,10/23/14,"Aurand for Senate, Mark",10/14/14,10/21/14,Buying Time,Adults 35+,18,"$28,500.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/Mark%20Aurand%20for%20Stare%20Senate/Mark%20Aurand%20for%20State%20Senate%2064064%20Rev%202%20%2814139241331502%29.pdf,2014-10-21 16:42:00,WPVI-TV,151.28 Kb,14139241331502,pdfs/14139241331502.pdf,txts/14139241331502.txt,no,ReportBuilder,,no,,154911 bytes,yes,1.3,,612 x 792.003 pts (letter),Tue Oct 21 15:23:30 2014,4
44545,,MARK SMITH FOR PA,05/13/14,05/20/14,"Smith for PA, Mark",05/08/14,05/08/14,Canal Partners Media LLC,Adults 35+,32,"$62,650.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/Mike%20Smith%20for%20Lt%20Governor/Mark%20Smith%2044545%20Rev%200%20%2813996602420242%29.pdf,2014-05-09 14:30:00,WPVI-TV,151.89 Kb,13996602420242,pdfs/13996602420242.pdf,txts/13996602420242.txt,no,ReportBuilder,,no,,155537 bytes,yes,1.3,,612 x 792.003 pts (letter),Fri May  9 08:52:03 2014,4
44545,1,MARK SMITH FOR PA,05/13/14,05/20/14,"Smith for PA, Mark",05/08/14,05/13/14,Canal Partners Media LLC,Adults 35+,30,"$56,350.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/Mike%20Smith%20for%20Lt%20Governor/Mark%20Smith%2044545%20Rev%201%20%2814000144840933%29.pdf,2014-05-13 16:54:00,WPVI-TV,151.83 Kb,14000144840933,pdfs/14000144840933.pdf,txts/14000144840933.txt,no,ReportBuilder,,no,,155476 bytes,yes,1.3,,612 x 792.003 pts (letter),Tue May 13 12:05:21 2014,4
44545,2,MARK SMITH FOR PA,05/13/14,05/20/14,"Smith for PA, Mark",05/08/14,05/13/14,Canal Partners Media LLC,Adults 35+,30,"$56,350.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/Mike%20Smith%20for%20Lt%20Governor/Mark%20Smith%2044545%20Rev%202%20%2814001010742108%29.pdf,2014-05-14 16:57:00,WPVI-TV,151.84 Kb,14001010742108,pdfs/14001010742108.pdf,txts/14001010742108.txt,no,ReportBuilder,,no,,155482 bytes,yes,1.3,,612 x 792.003 pts (letter),Wed May 14 12:00:27 2014,4
44173,,PA Lt. Gov Primary 2014,05/08/14,05/20/14,Mike Stack for PA Lt. Governor,05/05/14,05/05/14,Dudley Media,Households,139,"$196,850.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/Mike%20Stack%20for%20Lt%20Governor/Mike%20Stach%20For%20PA%20Lt%20Gov%2044173%20Rev%200%20%2813994942422395%29.pdf,2014-05-07 16:24:00,WPVI-TV,232.20 Kb,13994942422395,pdfs/13994942422395.pdf,txts/13994942422395.txt,no,ReportBuilder,,no,,237777 bytes,yes,1.3,,612 x 792.003 pts (letter),Tue May  6 09:00:41 2014,7
44173,1,PA Lt. Gov Primary 2014,05/08/14,05/20/14,"Stack for PA Lt. Governor, Mike",05/05/14,05/06/14,Dudley Media,Households,143,"$206,150.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/Mike%20Stack%20for%20Lt%20Governor/Mike%20Stach%20For%20PA%20Lt%20Gov%2044173%20Rev%201%20%2814000150350039%29.pdf,2014-05-13 17:03:00,WPVI-TV,234.58 Kb,14000150350039,pdfs/14000150350039.pdf,txts/14000150350039.txt,no,ReportBuilder,,no,,240210 bytes,no,1.3,,612 x 792.003 pts (letter),Tue May 13 17:00:41 2014,7
44173,2,PA Lt. Gov Primary 2014,05/08/14,05/20/14,"Stack for PA Lt. Governor, Mike",05/05/14,05/07/14,Dudley Media,Households,143,"$206,150.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/Mike%20Stack%20for%20Lt%20Governor/Mike%20Stach%20For%20PA%20Lt%20Gov%2044173%20Rev%202%20%2814000150424743%29.pdf,2014-05-13 17:04:00,WPVI-TV,234.58 Kb,14000150424743,pdfs/14000150424743.pdf,txts/14000150424743.txt,no,ReportBuilder,,no,,240205 bytes,no,1.3,,612 x 792.003 pts (letter),Tue May 13 17:01:43 2014,7
44173,3,PA Lt. Gov Primary 2014,05/08/14,05/20/14,"Stack for PA Lt. Governor, Mike",05/05/14,05/09/14,Dudley Media,Households,143,"$206,150.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/Mike%20Stack%20for%20Lt%20Governor/Mike%20Stach%20For%20PA%20Lt%20Gov%2044173%20Rev%203%20%2814000150499652%29.pdf,2014-05-13 17:04:00,WPVI-TV,233.64 Kb,14000150499652,pdfs/14000150499652.pdf,txts/14000150499652.txt,no,ReportBuilder,,no,,239250 bytes,yes,1.3,,612 x 792.003 pts (letter),Mon May 12 09:51:26 2014,7
,,,,,,,,,,,,,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/Mike%20Stack%20for%20Lt%20Governor/Mike%20Stach%20For%20PA%20Lt%20Gov%2044173%20Rev%204%20%2814001849757666%29.pdf,2014-05-15 16:16:00,WPVI-TV,493.21 Kb,14001849757666,pdfs/14001849757666.pdf,txts/14001849757666.txt,no,Adobe PSL 1.1e for Canon,Canon iR-ADV 6055  PDF,no,,505052 bytes,yes,1.4,,792 x 612 pts (letter),Thu May 15 16:12:37 2014,5
65622,,PA HOUSE DEMOCRATIC CAMPAIGN COMMITTEE,10/29/14,11/03/14,PA House Democratic Campaign Committee,10/28/14,10/28/14,"Fortune Media, Inc.",Adults 35+,67,"$183,150.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/PA%20House%20Democratic%20Campaign%20Committee/PA%20House%20Democratic%20Campaign%20Committee%2065622%20Rev%200%20%2814145285070216%29.pdf,2014-10-28 16:35:00,WPVI-TV,181.68 Kb,14145285070216,pdfs/14145285070216.pdf,txts/14145285070216.txt,no,ReportBuilder,,no,,186038 bytes,yes,1.3,,612 x 792.003 pts (letter),Tue Oct 28 15:39:28 2014,5
65622,1,PA HOUSE DEMOCRATIC CAMPAIGN COMMITTEE,10/29/14,11/03/14,PA House Democratic Campaign Committee,10/28/14,10/28/14,"Fortune Media, Inc.",Adults 35+,67,"$182,550.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/PA%20House%20Democratic%20Campaign%20Committee/PA%20House%20Democratic%20Campaign%20Committee%2065622%20Rev%201%20%2814146108756980%29.pdf,2014-10-29 15:27:00,WPVI-TV,181.68 Kb,14146108756980,pdfs/14146108756980.pdf,txts/14146108756980.txt,no,ReportBuilder,,no,,186036 bytes,yes,1.3,,612 x 792.003 pts (letter),Wed Oct 29 10:01:09 2014,5
65622,2,PA HOUSE DEMOCRATIC CAMPAIGN COMMITTEE,10/29/14,11/03/14,PA House Democratic Campaign Committee,10/28/14,10/29/14,"Fortune Media, Inc.",Adults 35+,66,"$164,550.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/PA%20House%20Democratic%20Campaign%20Committee/PA%20House%20Democratic%20Campaign%20Committee%2065622%20Rev%202%20%2814147842061112%29.pdf,2014-10-31 15:36:00,WPVI-TV,183.65 Kb,14147842061112,pdfs/14147842061112.pdf,txts/14147842061112.txt,no,ReportBuilder,,no,,188059 bytes,no,1.3,,612 x 792.003 pts (letter),Fri Oct 31 15:29:02 2014,5
65622,3,PA HOUSE DEMOCRATIC CAMPAIGN COMMITTEE,10/29/14,11/03/14,PA House Democratic Campaign Committee,10/28/14,10/31/14,"Fortune Media, Inc.",Adults 35+,66,"$164,550.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/PA%20House%20Democratic%20Campaign%20Committee/PA%20House%20Democratic%20Campaign%20Committee%2065622%20Rev%203%20%2814147842113091%29.pdf,2014-10-31 15:36:00,WPVI-TV,182.50 Kb,14147842113091,pdfs/14147842113091.pdf,txts/14147842113091.txt,no,ReportBuilder,,no,,186879 bytes,yes,1.3,,612 x 792.003 pts (letter),Fri Oct 31 15:19:18 2014,5
65622,4,PA HOUSE DEMOCRATIC CAMPAIGN COMMITTEE,10/29/14,11/03/14,PA House Democratic Campaign Committee,10/28/14,10/31/14,"Fortune Media, Inc.",Adults 35+,69,"$168,950.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/PA%20House%20Democratic%20Campaign%20Committee/PA%20House%20Democratic%20Campaign%20Committee%2065622%20Rev%204%20%2814150527954837%29.pdf,2014-11-03 17:13:00,WPVI-TV,205.46 Kb,14150527954837,pdfs/14150527954837.pdf,txts/14150527954837.txt,no,ReportBuilder,,no,,210396 bytes,yes,1.3,,612 x 792.003 pts (letter),Fri Oct 31 17:32:55 2014,6
38147,,MCCORD FOR GOVERNOR,03/21/14,03/30/14,"McCord for Governor, LLC",03/20/14,03/20/14,AKP&D Message & Media LLC,Adults 35+,64,"$267,450.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/Rob%20McCord%20for%20Governor/Rob%20McCord%2038147%20Rev%200%20%2813953439525740%29.pdf,2014-03-20 15:32:00,WPVI-TV,182.60 Kb,13953439525740,pdfs/13953439525740.pdf,txts/13953439525740.txt,no,ReportBuilder,,no,,186982 bytes,no,1.3,,612 x 792.003 pts (letter),Thu Mar 20 14:06:04 2014,5
38147,1,MCCORD FOR GOVERNOR,03/21/14,03/30/14,"McCord for Governor, LLC",03/20/14,03/24/14,AKP&D Message & Media LLC,Adults 35+,66,"$267,450.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/Rob%20McCord%20for%20Governor/Rob%20McCord%2038147%20Rev%201%20%2813956892684575%29.pdf,2014-03-24 15:27:00,WPVI-TV,182.60 Kb,13956892684575,pdfs/13956892684575.pdf,txts/13956892684575.txt,no,ReportBuilder,,no,,186983 bytes,yes,1.3,,612 x 792.003 pts (letter),Mon Mar 24 15:15:09 2014,5
38729,,MCCORD FOR GOVERNOR,03/25/14,03/30/14,"McCord for Governor, LLC",03/24/14,03/24/14,AKP&D Message & Media LLC,Adults 35+,22,"$29,100.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/Rob%20McCord%20for%20Governor/Rob%20McCord%2038729%20Rev%200%20%2813956883900325%29.pdf,2014-03-24 15:13:00,WPVI-TV,151.01 Kb,13956883900325,pdfs/13956883900325.pdf,txts/13956883900325.txt,no,ReportBuilder,,no,,154636 bytes,yes,1.3,,612 x 792.003 pts (letter),Mon Mar 24 12:23:16 2014,4
38729,1,MCCORD FOR GOVERNOR,03/25/14,03/30/14,"McCord for Governor, LLC",03/24/14,03/24/14,AKP&D Message & Media LLC,Adults 35+,23,"$41,900.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/Rob%20McCord%20for%20Governor/Rob%20McCord%2038729%20Rev%201%20%2813956883973853%29.pdf,2014-03-24 15:13:00,WPVI-TV,151.36 Kb,13956883973853,pdfs/13956883973853.pdf,txts/13956883973853.txt,no,ReportBuilder,,no,,154992 bytes,yes,1.3,,612 x 792.003 pts (letter),Mon Mar 24 14:51:06 2014,4
40186,,MCCORD FOR GOVERNOR,03/31/14,04/06/14,"McCord for Governor, LLC",03/28/14,03/28/14,AKP&D Message & Media LLC,Adults 35+,53,"$70,300.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/State/PA/Rob%20McCord%20for%20Governor/Rob%20McCord%2040186%20Rev%200%20%2813963007168841%29.pdf,2014-03-31 17:18:00,WPVI-TV,177.29 Kb,13963007168841,pdfs/13963007168841.pdf,txts/13963007168841.txt,no,ReportBuilder,,no,,181541 bytes,yes,1.3,,612 x 792.003 pts (letter),Fri Mar 28 12:24:54 2014,5
