"This file contains political files uploaded by KYW-TV during the years 2014 as of 2014-11-06 16:30:29.302013. This station serves PHILADELPHIA, PA in the PHILADELPHIA market and FCC's partyName--generally the owner-- is CBS BROADCASTING INC.. FCC records give the rfChannel as 26, virtualChannel as 3 and network affiiliate as CBS."
filetype,order_number,print_date,agency_name,advertiser_name,agency_contact,product,flight_date_start,flight_date_end,number_of_spots,gross_amount,file_url,upload_time,callsign,file_size,fcc_id,pdf_location,txt_location,Tagged,Producer,Creator,Encrypted,Author,File size,Optimized,PDF version,Title,Page size,CreationDate,Pages
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/PHILADELPHIA%20FEDERATION%20OF%20TEACHERS/KYW%20AFT%2DPFT%20X%20ISSUE%20ORD89891%20NONFEDNATL%20PIQ2%20%2814050900052457%29.pdf,2014-07-11 10:46:00,KYW-TV,89.86 Kb,14050900052457,pdfs/14050900052457.pdf,txts/14050900052457.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,92021 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Fri Jul 11 10:45:27 2014,1
contract,1041-89891-4,05/05/14,ADELSTEIN LISTON,PHILA. FEDERATION OF TEACHERS, , PFT EST 3947,05/05/14,05/19/14,46,181500.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/PHILADELPHIA%20FEDERATION%20OF%20TEACHERS/KYW%20AFT%2DPFT%20X%20ISSUE%20ORD89891%20NONFEDNATL%20TRACT%20%2814093191400641%29.pdf,2014-08-29 09:32:00,KYW-TV,96.84 Kb,14093191400641,pdfs/14093191400641.pdf,txts/14093191400641.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,99169 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Tue May 27 14:33:35 2014,4
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/PHILADELPHIA%20FEDERATION%20OF%20TEACHERS/KYW%20AFT%2DPFT%20X%20ISSUE%20ORD91462%20NONFEDNATL%20INVOICE%20%2814103696678184%29.pdf,2014-09-10 13:21:00,KYW-TV,65.69 Kb,14103696678184,pdfs/14103696678184.pdf,txts/14103696678184.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,67267 bytes,yes,1.6,,792 x 612 pts (letter),Wed Sep 10 13:15:49 2014,5
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/PHILADELPHIA%20FEDERATION%20OF%20TEACHERS/KYW%20AFT%2DPFT%20X%20ISSUE%20ORD91462%20NONFEDNATL%20ORDER%20%2814093191386273%29.pdf,2014-08-29 09:32:00,KYW-TV,34.00 Kb,14093191386273,pdfs/14093191386273.pdf,txts/14093191386273.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,34818 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Fri Aug 29 08:45:32 2014,3
contract,1041-91462-1,08/28/14,ADELSTEIN LISTON,PHILA. FEDERATION OF TEACHERS,Barb OBRZUT, EST 4164,09/01/14,09/07/14,32,97250.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/PHILADELPHIA%20FEDERATION%20OF%20TEACHERS/KYW%20AFT%2DPFT%20X%20ISSUE%20ORD91462%20NONFEDNATL%20TRACT%20%2814093191391589%29.pdf,2014-08-29 09:32:00,KYW-TV,83.60 Kb,14093191391589,pdfs/14093191391589.pdf,txts/14093191391589.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,85603 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Fri Aug 29 08:46:18 2014,2
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/PHILADELPHIA%20FEDERATION%20OF%20TEACHERS/KYW%20AFT%2DPFT%20X%20ISSUE%20ORD91613%20NONFEDNATL%20INVOICE%20%2814111546665242%29.pdf,2014-09-19 15:24:00,KYW-TV,71.68 Kb,14111546665242,pdfs/14111546665242.pdf,txts/14111546665242.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,73398 bytes,yes,1.6,,792 x 612 pts (letter),Fri Sep 19 15:18:59 2014,6
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/PHILADELPHIA%20FEDERATION%20OF%20TEACHERS/KYW%20AFT%2DPFT%20X%20ISSUE%20ORD91613%20NONFEDNATL%20ORDER%20%2814101968785658%29.pdf,2014-09-08 13:21:00,KYW-TV,36.00 Kb,14101968785658,pdfs/14101968785658.pdf,txts/14101968785658.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,36866 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Mon Sep  8 11:55:12 2014,3
contract,1041-91613-1,09/05/14,ADELSTEIN LISTON,PHILA. FEDERATION OF TEACHERS,Paula Hambrick, PHILA. FEDERATION OF TEACHERS -,09/08/14,09/14/14,33,53150.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/PHILADELPHIA%20FEDERATION%20OF%20TEACHERS/KYW%20AFT%2DPFT%20X%20ISSUE%20ORD91613%20NONFEDNATL%20TRACT%20%2814101968792389%29.pdf,2014-09-08 13:21:00,KYW-TV,83.77 Kb,14101968792389,pdfs/14101968792389.pdf,txts/14101968792389.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,85785 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Mon Sep  8 11:55:51 2014,2
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Allyson%20Schwartz/KYW%20ALLYSON%20SCHWARTZ%20D%20GOVERNOR%2DPA%20BASEFILE%20STATE%20NAB%20%2813980912212495%29.pdf,2014-04-21 10:40:00,KYW-TV,272.38 Kb,13980912212495,pdfs/13980912212495.pdf,txts/13980912212495.txt,no,,Hewlett Packard MFP,no,,278915 bytes,yes,1.4,,612 x 792 pts (letter),Mon Apr 14 16:46:56 2014,2
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Allyson%20Schwartz/KYW%20ALLYSON%20SCHWARTZ%20D%20GOVERNOR%2DPA%20BASEFILE%20STATE%20PIQ%20%2813969927226421%29.pdf,2014-04-08 17:32:00,KYW-TV,141.60 Kb,13969927226421,pdfs/13969927226421.pdf,txts/13969927226421.txt,no,,,no,,145000 bytes,no,1.4,,612 x 792 pts (letter),,1
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Allyson%20Schwartz/KYW%20ALLYSON%20SCHWARTZ%20D%20GOVERNOR%2DPA%20ORD89540%20STATE%20INVOICE%20%2814005404867583%29.pdf,2014-05-19 19:01:00,KYW-TV,92.71 Kb,14005404867583,pdfs/14005404867583.pdf,txts/14005404867583.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,94930 bytes,yes,1.6,,792 x 612 pts (letter),Sat May 17 22:18:52 2014,10
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Allyson%20Schwartz/KYW%20ALLYSON%20SCHWARTZ%20D%20GOVERNOR%2DPA%20ORD89540%20STATE%20ORDER%20%2813966458804974%29.pdf,2014-04-04 17:11:00,KYW-TV,35.67 Kb,13966458804974,pdfs/13966458804974.pdf,txts/13966458804974.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,36531 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Fri Apr  4 16:39:29 2014,5
contract,1041-89540-4,04/04/14,SCREEN STRATEGIES MEDIA,"SCHWARTZ, ALLYSON FOR GOVERNOR",Lisa Cabanel, D-GOVERNOR,04/07/14,04/13/14,41,43400.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Allyson%20Schwartz/KYW%20ALLYSON%20SCHWARTZ%20D%20GOVERNOR%2DPA%20ORD89540%20STATE%20TRACT%20%2813966458802854%29.pdf,2014-04-04 17:11:00,KYW-TV,92.90 Kb,13966458802854,pdfs/13966458802854.pdf,txts/13966458802854.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,zrpflieger,95129 bytes,no,1.3,(\(KYW-TV \)TVContractPrint_a4ff2dc1-836b-4019-a530-330b71e4be24.pdf),612 x 792 pts (letter),Fri Apr  4 16:40:30 2014,3
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Allyson%20Schwartz/KYW%20ALLYSON%20SCHWARTZ%20D%20GOVERNOR%2DPA%20ORD89636%20STATE%20INVOICE%20%2814005404877031%29.pdf,2014-05-19 19:01:00,KYW-TV,96.77 Kb,14005404877031,pdfs/14005404877031.pdf,txts/14005404877031.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,99093 bytes,yes,1.6,,792 x 612 pts (letter),Sat May 17 22:21:12 2014,11
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Allyson%20Schwartz/KYW%20ALLYSON%20SCHWARTZ%20D%20GOVERNOR%2DPA%20ORD89636%20STATE%20ORDER%20%2813980912201297%29.pdf,2014-04-21 10:40:00,KYW-TV,44.53 Kb,13980912201297,pdfs/13980912201297.pdf,txts/13980912201297.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,45595 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Wed Apr 16 14:06:28 2014,5
contract,1041-89636-2,04/15/14,SCREEN STRATEGIES MEDIA,"SCHWARTZ, ALLYSON FOR GOVERNOR", , D-GOVERNOR,04/14/14,04/20/14,68,67640.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Allyson%20Schwartz/KYW%20ALLYSON%20SCHWARTZ%20D%20GOVERNOR%2DPA%20ORD89636%20STATE%20TRACT%20%2813980912203468%29.pdf,2014-04-21 10:40:00,KYW-TV,99.35 Kb,13980912203468,pdfs/13980912203468.pdf,txts/13980912203468.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,zrpflieger,101736 bytes,no,1.3,(\(KYW-TV \)TVContractPrint_c3509ce6-ae3f-48b4-a464-73d5557998d7.pdf),612 x 792 pts (letter),Wed Apr 16 14:06:56 2014,4
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Allyson%20Schwartz/KYW%20ALLYSON%20SCHWARTZ%20D%20GOVERNOR%2DPA%20ORD89695%20STATE%20INVOICE%20%2814005404884080%29.pdf,2014-05-19 19:01:00,KYW-TV,97.39 Kb,14005404884080,pdfs/14005404884080.pdf,txts/14005404884080.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,99723 bytes,yes,1.6,,792 x 612 pts (letter),Sat May 17 22:19:12 2014,11
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Allyson%20Schwartz/KYW%20ALLYSON%20SCHWARTZ%20D%20GOVERNOR%2DPA%20ORD89695%20STATE%20ORDER%20%2813980912198836%29.pdf,2014-04-21 10:40:00,KYW-TV,45.66 Kb,13980912198836,pdfs/13980912198836.pdf,txts/13980912198836.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,46753 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Fri Apr 18 16:11:39 2014,5
contract,1041-89695-1,04/17/14,SCREEN STRATEGIES MEDIA,"SCHWARTZ, ALLYSON FOR GOVERNOR",Rachael Beale, D-GOVERNOR,04/21/14,04/27/14,66,69760.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Allyson%20Schwartz/KYW%20ALLYSON%20SCHWARTZ%20D%20GOVERNOR%2DPA%20ORD89695%20STATE%20TRACT%20%2814005404872319%29.pdf,2014-05-19 19:01:00,KYW-TV,100.05 Kb,14005404872319,pdfs/14005404872319.pdf,txts/14005404872319.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,zrpflieger,102447 bytes,no,1.3,(\(KYW-TV \)TVContractPrint_7c6fa62d-1c97-474c-816a-100a910e38e6.pdf),612 x 792 pts (letter),Sat May 17 22:20:07 2014,4
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Allyson%20Schwartz/KYW%20ALLYSON%20SCHWARTZ%20D%20GOVERNOR%2DPA%20ORD89804%20STATE%20INVOICE%20%2814005404879414%29.pdf,2014-05-19 19:01:00,KYW-TV,111.95 Kb,14005404879414,pdfs/14005404879414.pdf,txts/14005404879414.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,114638 bytes,yes,1.6,,792 x 612 pts (letter),Sat May 17 22:15:10 2014,13
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Allyson%20Schwartz/KYW%20ALLYSON%20SCHWARTZ%20D%20GOVERNOR%2DPA%20ORD89804%20STATE%20ORDER%20%2814005404874633%29.pdf,2014-05-19 19:01:00,KYW-TV,54.37 Kb,14005404874633,pdfs/14005404874633.pdf,txts/14005404874633.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,55671 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Sat May 17 22:15:43 2014,7
contract,1041-89804-5,05/07/14,SCREEN STRATEGIES MEDIA,"SCHWARTZ, ALLYSON FOR GOVERNOR",Rachael Beale, D-GOVERNOR,04/28/14,05/11/14,68,79155.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Allyson%20Schwartz/KYW%20ALLYSON%20SCHWARTZ%20D%20GOVERNOR%2DPA%20ORD89804%20STATE%20TRACT%20%2814005404881618%29.pdf,2014-05-19 19:01:00,KYW-TV,119.62 Kb,14005404881618,pdfs/14005404881618.pdf,txts/14005404881618.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,zrpflieger,122487 bytes,no,1.3,(\(KYW-TV \)TVContractPrint_89bf0416-7aff-4e6c-b253-81a4d4636ca1.pdf),612 x 792 pts (letter),Sat May 17 22:15:54 2014,5
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Allyson%20Schwartz/KYW%20ALLYSON%20SCHWARTZ%20D%20GOVERNOR%2DPA%20ORD89896%20STATE%20INVOICE%20%2814005404887894%29.pdf,2014-05-19 19:01:00,KYW-TV,100.15 Kb,14005404887894,pdfs/14005404887894.pdf,txts/14005404887894.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,102554 bytes,yes,1.6,,792 x 612 pts (letter),Sat May 17 22:16:45 2014,11
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Allyson%20Schwartz/KYW%20ALLYSON%20SCHWARTZ%20D%20GOVERNOR%2DPA%20ORD89896%20STATE%20ORDER%20%2814005404886010%29.pdf,2014-05-19 19:01:00,KYW-TV,47.98 Kb,14005404886010,pdfs/14005404886010.pdf,txts/14005404886010.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,49132 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Sat May 17 22:17:17 2014,6
contract,1041-89896-3,05/07/14,SCREEN STRATEGIES MEDIA,"SCHWARTZ, ALLYSON FOR GOVERNOR", , D-GOVERNOR,05/05/14,05/11/14,66,90680.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Allyson%20Schwartz/KYW%20ALLYSON%20SCHWARTZ%20D%20GOVERNOR%2DPA%20ORD89896%20STATE%20TRACT%20%2814005404894276%29.pdf,2014-05-19 19:01:00,KYW-TV,102.86 Kb,14005404894276,pdfs/14005404894276.pdf,txts/14005404894276.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,zrpflieger,105324 bytes,no,1.3,(\(KYW-TV \)TVContractPrint_05ee9291-d010-472c-941c-b9551bff4ee4.pdf),612 x 792 pts (letter),Sat May 17 22:17:23 2014,4
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Allyson%20Schwartz/KYW%20ALLYSON%20SCHWARTZ%20D%20GOVERNOR%2DPA%20ORD89958%20STATE%20INVOICE%20%2814017320319598%29.pdf,2014-06-02 14:00:00,KYW-TV,127.39 Kb,14017320319598,pdfs/14017320319598.pdf,txts/14017320319598.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,130443 bytes,yes,1.6,,792 x 612 pts (letter),Mon Jun  2 13:54:17 2014,16
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Allyson%20Schwartz/KYW%20ALLYSON%20SCHWARTZ%20D%20GOVERNOR%2DPA%20ORD89958%20STATE%20ORDER%20%2814006807918387%29.pdf,2014-05-21 09:59:00,KYW-TV,59.08 Kb,14006807918387,pdfs/14006807918387.pdf,txts/14006807918387.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,60501 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Tue May 20 17:58:19 2014,8
contract,1041-89958-6,05/19/14,SCREEN STRATEGIES MEDIA,"SCHWARTZ, ALLYSON FOR GOVERNOR",Rachael Beale, D-GOVERNOR,05/12/14,05/20/14,74,129130.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Allyson%20Schwartz/KYW%20ALLYSON%20SCHWARTZ%20D%20GOVERNOR%2DPA%20ORD89958%20STATE%20TRACT%20%2814006807916350%29.pdf,2014-05-21 09:59:00,KYW-TV,116.80 Kb,14006807916350,pdfs/14006807916350.pdf,txts/14006807916350.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,zrpflieger,119606 bytes,no,1.3,(\(KYW-TV \)TVContractPrint_3356efa3-13cd-4fce-a8d7-5601b1829cfa.pdf),612 x 792 pts (letter),Tue May 20 17:58:32 2014,6
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Allyson%20Schwartz/KYW%20ALLYSON%20SCHWARTZ%20D%20GOVERNOR%2DPA%20ORD90026%20STATE%20INVOICE%20%2814017362945315%29.pdf,2014-06-02 15:11:00,KYW-TV,96.01 Kb,14017362945315,pdfs/14017362945315.pdf,txts/14017362945315.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,kmhanley,98310 bytes,no,1.3,ViewInvoiceMdi_3fab6ead-5c7c-4760-a380-0e35f157854c.pdf,612 x 792 pts (letter),Mon Jun  2 15:09:35 2014,3
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Allyson%20Schwartz/KYW%20ALLYSON%20SCHWARTZ%20D%20GOVERNOR%2DPA%20ORD90026%20STATE%20ORDER%20%2814006807913394%29.pdf,2014-05-21 09:59:00,KYW-TV,29.92 Kb,14006807913394,pdfs/14006807913394.pdf,txts/14006807913394.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,30641 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Tue May 20 17:59:25 2014,2
contract,1041-90026-1,05/14/14,SCREEN STRATEGIES MEDIA,"SCHWARTZ, ALLYSON FOR GOVERNOR",Rachael Beale, D-GOVERNOR,05/15/14,05/20/14,10,12145.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Allyson%20Schwartz/KYW%20ALLYSON%20SCHWARTZ%20D%20GOVERNOR%2DPA%20ORD90026%20STATE%20TRACT%20%2814006807921599%29.pdf,2014-05-21 09:59:00,KYW-TV,85.35 Kb,14006807921599,pdfs/14006807921599.pdf,txts/14006807921599.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,zrpflieger,87398 bytes,no,1.3,(\(KYW-TV \)TVContractPrint_2651faa3-1e73-4cb0-8969-48d4e40fd46d.pdf),612 x 792 pts (letter),Tue May 20 17:59:16 2014,2
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Katie%20McGinty/KYW%20KATIE%20MCGINTY%20D%20GOVERNOR%2DPA%20BASEFILE%20STATE%20PIQ%20%2814006811030797%29.pdf,2014-05-21 10:05:00,KYW-TV,138.22 Kb,14006811030797,pdfs/14006811030797.pdf,txts/14006811030797.txt,yes,Microsoft® Word 2010,Microsoft® Word 2010,no,"Pflieger, Zakary",141540 bytes,no,1.5,,612 x 792 pts (letter),Tue May 20 16:09:32 2014,1
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Katie%20McGinty/KYW%20KATIE%20MCGINTY%20D%20GOVERNOR%2DPA%20BASEFILE%20STATE%20PIQ2%20%2814062946117544%29.pdf,2014-07-25 09:23:00,KYW-TV,59.21 Kb,14062946117544,pdfs/14062946117544.pdf,txts/14062946117544.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,60630 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Fri Jul 25 09:10:25 2014,2
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Katie%20McGinty/KYW%20KATIE%20MCGINTY%20D%20GOVERNOR%2DPA%20ORD89898%20STATE%20INVOICE%20%2814006831508022%29.pdf,2014-05-21 10:39:00,KYW-TV,80.90 Kb,14006831508022,pdfs/14006831508022.pdf,txts/14006831508022.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,82840 bytes,yes,1.6,,792 x 612 pts (letter),Wed May 21 10:34:10 2014,8
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Katie%20McGinty/KYW%20KATIE%20MCGINTY%20D%20GOVERNOR%2DPA%20ORD89898%20STATE%20NAB%20%2814006811041305%29.pdf,2014-05-21 10:05:00,KYW-TV,392.41 Kb,14006811041305,pdfs/14006811041305.pdf,txts/14006811041305.txt,no,TCPDF 5.9.009 (http://www.tcpdf.org) (TCPDF),,no,,401824 bytes,yes,1.7,,595.28 x 841.89 pts (A4),Fri May  2 13:05:43 2014,2
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Katie%20McGinty/KYW%20KATIE%20MCGINTY%20D%20GOVERNOR%2DPA%20ORD89898%20STATE%20ORDER%20%2814005408866394%29.pdf,2014-05-19 19:08:00,KYW-TV,42.94 Kb,14005408866394,pdfs/14005408866394.pdf,txts/14005408866394.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,43968 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Sat May 17 22:41:49 2014,5
contract,1041-89898-2,05/08/14,CANAL PARTNERS MEDIA LLC,KATIE MCGINTY FOR GOVERNOR, , D GOVERNOR PA,05/05/14,05/12/14,52,26385.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Katie%20McGinty/KYW%20KATIE%20MCGINTY%20D%20GOVERNOR%2DPA%20ORD89898%20STATE%20TRACT%20%2814005408862867%29.pdf,2014-05-19 19:08:00,KYW-TV,102.94 Kb,14005408862867,pdfs/14005408862867.pdf,txts/14005408862867.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,zrpflieger,105415 bytes,no,1.3,(\(KYW-TV \)TVContractPrint_6a554541-2866-4c04-9dac-c0710e36139c.pdf),612 x 792 pts (letter),Sat May 17 22:41:56 2014,3
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Katie%20McGinty/KYW%20KATIE%20MCGINTY%20D%20GOVERNOR%2DPA%20ORD89979%20STATE%20INVOICE%20%2814017345325023%29.pdf,2014-06-02 14:42:00,KYW-TV,171.26 Kb,14017345325023,pdfs/14017345325023.pdf,txts/14017345325023.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,kmhanley,175367 bytes,no,1.3,ViewInvoiceMdi_13f79794-f73e-472e-8480-7663c209f235.pdf,612 x 792 pts (letter),Mon Jun  2 14:38:12 2014,11
