"This file contains political files uploaded by WCAU during the years 2014 as of 2014-11-19 23:03:16.352022. This station serves PHILADELPHIA, PA in the PHILADELPHIA market and FCC's partyName--generally the owner-- is NBC TELEMUNDO LICENSE LLC. FCC records give the rfChannel as 34, virtualChannel as 10 and network affiiliate as NBC."
order_number,product,flight_date_start,flight_date_end,advertiser,original_date,revision_date,agency_name,demographic,spots,gross,contract_type,file_url,upload_time,callsign,file_size,fcc_id,pdf_location,txt_location,Tagged,Producer,Creator,Encrypted,Author,File size,Optimized,PDF version,Title,Page size,CreationDate,Pages
,,,,,,,,,,,,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/BUILDING%20A%20BETTER%20PA/Building%20a%20Better%20PA%20May%2014INV%20470045%20%2814054495727030%29.pdf,2014-07-15 14:39:00,WCAU,18.17 Kb,14054495727030,pdfs/14054495727030.pdf,txts/14054495727030.txt,no,ReportBuilder,ReportBuilder,no,,18601 bytes,no,1.3,,792 x 612 pts (letter),Tue Jul 15 14:37:05 2014,1
,,,,,,,,,,,,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/BUILDING%20A%20BETTER%20PA/PI%20Bldg%20Better%20PA%20%2814036199725524%29.pdf,2014-06-24 10:26:00,WCAU,49.95 Kb,14036199725524,pdfs/14036199725524.pdf,txts/14036199725524.txt,no,Adobe PSL 1.2e for Canon,Canon iR-ADV 6255  PDF,no,,51150 bytes,yes,1.4,,612 x 792 pts (letter),Tue Jun 24 10:07:02 2014,1
,,,,,,,,,,,,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/CHOICE%20MEDIA/choice%20media%20Inquiry%20%2814117566104126%29.pdf,2014-09-26 14:36:00,WCAU,596.18 Kb,14117566104126,pdfs/14117566104126.pdf,txts/14117566104126.txt,yes,Adobe PDF Library 11.0,Acrobat PDFMaker 11 for Word,no,A Valued Microsoft Customer,610491 bytes,yes,1.6,NBC 4/ LOS ANGELES,612 x 792 pts (letter),Tue May 27 14:39:33 2014,2
504397,NJ-03,10/21/14,10/27/14,,,,MAIN STREET MEDIA,RA35+,101,"$138,950.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/CROSSROADS%20GPS/Crossroads%20GPS504397%2D%2D1%20%2814146784477189%29.pdf,2014-10-30 10:14:00,WCAU,36.16 Kb,14146784477189,pdfs/14146784477189.pdf,txts/14146784477189.txt,no,ReportBuilder,,no,,37028 bytes,no,1.3,,612 x 792.003 pts (letter),Thu Oct 30 10:13:45 2014,3
,,,,,,,,,,,,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/CROSSROADS%20GPS/NAB%20Crossroads%20GPS%20%2814146809689369%29.pdf,2014-10-30 10:56:00,WCAU,257.61 Kb,14146809689369,pdfs/14146809689369.pdf,txts/14146809689369.txt,no,Adobe PSL 1.2e for Canon,Canon iR-ADV 6255  PDF,no,,263796 bytes,yes,1.4,,612 x 792 pts (letter),Thu Oct 30 10:56:47 2014,3
,,,,,,,,,,,,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/CROSSROADS%20GPS/main%20street%20media%20crossroads2%20gps%20Inquiry%20%2814140116063594%29.pdf,2014-10-22 17:00:00,WCAU,597.54 Kb,14140116063594,pdfs/14140116063594.pdf,txts/14140116063594.txt,yes,Adobe PDF Library 11.0,Acrobat PDFMaker 11 for Word,no,A Valued Microsoft Customer,611880 bytes,yes,1.6,NBC 4/ LOS ANGELES,612 x 792 pts (letter),Tue May 27 14:39:33 2014,2
485551,Issue,10/21/14,10/27/14,DEMOCRATIC CONGRESSIONAL CAMPA,07/23/14,10/07/14,GREAT AMERICAN MEDIA,RA35+,0,$0.00,CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/DEMOCRATIC%20CONGRESSIONAL%20CAMPAIGN%20COMMITTEE/DCCC485551%2D%2D1%20%2814146794581563%29.pdf,2014-10-30 10:30:00,WCAU,22.95 Kb,14146794581563,pdfs/14146794581563.pdf,txts/14146794581563.txt,no,ReportBuilder,,no,,23499 bytes,no,1.3,,612 x 792.003 pts (letter),Thu Oct 30 10:29:20 2014,2
485631,Issue,10/28/14,11/10/14,DEMOCRATIC CONGRESSIONAL CAMPA,07/23/14,10/14/14,GREAT AMERICAN MEDIA,RA35+,0,$0.00,CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/DEMOCRATIC%20CONGRESSIONAL%20CAMPAIGN%20COMMITTEE/DCCC485631%2D%2D1%20%2814146794752533%29.pdf,2014-10-30 10:31:00,WCAU,25.38 Kb,14146794752533,pdfs/14146794752533.pdf,txts/14146794752533.txt,no,ReportBuilder,,no,,25986 bytes,no,1.3,,612 x 792.003 pts (letter),Thu Oct 30 10:30:01 2014,2
485656,TV,10/14/14,10/20/14,HOUSE MAJORITY PAC,07/23/14,09/25/14,WATERFRONT STRATEGIES,RA35+,0,$0.00,DELETED CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/HOUSE%20MAJORITY%20PAC/House%20Majority%20PAC485656%2D%2D1%20%2814146884044433%29.pdf,2014-10-30 13:00:00,WCAU,20.67 Kb,14146884044433,pdfs/14146884044433.pdf,txts/14146884044433.txt,no,ReportBuilder,,no,,21166 bytes,no,1.3,,612 x 792.003 pts (letter),Thu Oct 30 12:58:04 2014,2
485664,TV,10/14/14,10/20/14,HOUSE MAJORITY PAC,07/23/14,09/30/14,WATERFRONT STRATEGIES,RA35+,0,$0.00,CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/HOUSE%20MAJORITY%20PAC/House%20Majority%20PAC485664%2D%2D1%20%2814146884201806%29.pdf,2014-10-30 13:00:00,WCAU,20.75 Kb,14146884201806,pdfs/14146884201806.pdf,txts/14146884201806.txt,no,ReportBuilder,,no,,21244 bytes,no,1.3,,612 x 792.003 pts (letter),Thu Oct 30 12:58:45 2014,2
500628,TV,10/14/14,10/20/14,HOUSE MAJORITY PAC,09/25/14,09/25/14,WATERFRONT STRATEGIES,RA35+,,,DELETED CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/HOUSE%20MAJORITY%20PAC/House%20Majority%20PAC500628%2D%2D1%20%2814146884374292%29.pdf,2014-10-30 13:00:00,WCAU,12.17 Kb,14146884374292,pdfs/14146884374292.pdf,txts/14146884374292.txt,no,ReportBuilder,,no,,12467 bytes,no,1.3,,612 x 792.003 pts (letter),Thu Oct 30 12:59:11 2014,1
500630,TV,10/14/14,10/20/14,HOUSE MAJORITY PAC,09/25/14,09/25/14,WATERFRONT STRATEGIES,RA35+,,,DELETED CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/HOUSE%20MAJORITY%20PAC/House%20Majority%20PAC500630%2D%2D1%20%2814146884519096%29.pdf,2014-10-30 13:00:00,WCAU,12.18 Kb,14146884519096,pdfs/14146884519096.pdf,txts/14146884519096.txt,no,ReportBuilder,,no,,12471 bytes,no,1.3,,612 x 792.003 pts (letter),Thu Oct 30 12:59:37 2014,1
500633,Issue Order,10/21/14,11/04/14,HOUSE MAJORITY PAC,09/25/14,10/24/14,WATERFRONT STRATEGIES,RA35+,41,"$95,550.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/HOUSE%20MAJORITY%20PAC/House%20Majority%20PAC500633%2D%2D1%20%2814146882091141%29.pdf,2014-10-30 12:56:00,WCAU,36.48 Kb,14146882091141,pdfs/14146882091141.pdf,txts/14146882091141.txt,no,ReportBuilder,,no,,37354 bytes,no,1.3,,612 x 792.003 pts (letter),Thu Oct 30 12:51:58 2014,3
,,,,,,,,,,,,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/HOUSE%20MAJORITY%20PAC/wcau%20%20house%20majority%20pac%20NBCOTS%20Political%20Inquiry%20Record%2DIssue%20Ads%202014%20%2D%20V2%202%20%2814146881832670%29.pdf,2014-10-30 12:56:00,WCAU,619.00 Kb,14146881832670,pdfs/14146881832670.pdf,txts/14146881832670.txt,yes,Adobe PDF Library 11.0,Acrobat PDFMaker 11 for Word,no,A Valued Microsoft Customer,633852 bytes,yes,1.6,NBC 4/ LOS ANGELES,612 x 792 pts (letter),Tue May 27 14:39:33 2014,2
,,,,,,,,,,,,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/INDEPENDENCE%20USA%20PAC/Independence%20USA%20PAC%20Client%20Info.NAB%20%2814150257800068%29.pdf,2014-11-03 09:43:00,WCAU,379.46 Kb,14150257800068,pdfs/14150257800068.pdf,txts/14150257800068.txt,no,,,no,,388570 bytes,yes,1.4,,612 x 792 pts (letter),Wed Oct  1 14:39:15 2014,6
506400,RIUSA,10/21/14,10/27/14,INDEPENDENCE USA PAC,10/17/14,10/17/14,MENTZER MEDIA,RW2554,1,"$4,500.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/INDEPENDENCE%20USA%20PAC/Independence%20USA%20PAC506400%2D%2D1%20%2814146890733323%29.pdf,2014-10-30 13:11:00,WCAU,15.74 Kb,14146890733323,pdfs/14146890733323.pdf,txts/14146890733323.txt,no,ReportBuilder,,no,,16122 bytes,no,1.3,,612 x 792.003 pts (letter),Thu Oct 30 13:03:07 2014,1
506418,RIUSA,10/28/14,11/04/14,INDEPENDENCE USA PAC,10/17/14,10/17/14,MENTZER MEDIA,RW2554,1,"$5,500.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/INDEPENDENCE%20USA%20PAC/Independence%20USA%20PAC506418%2D%2D1%20%2814146890860459%29.pdf,2014-10-30 13:11:00,WCAU,15.74 Kb,14146890860459,pdfs/14146890860459.pdf,txts/14146890860459.txt,no,ReportBuilder,,no,,16114 bytes,no,1.3,,612 x 792.003 pts (letter),Thu Oct 30 13:03:30 2014,1
,,,,,,,,,,,,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/INDEPENDENCE%20USA%20PAC/mentzer%20%2D%20PA%20wcau%20independence%20pac%20inquiry%20form%20%20%2814140111688914%29.pdf,2014-10-22 16:52:00,WCAU,618.63 Kb,14140111688914,pdfs/14140111688914.pdf,txts/14140111688914.txt,yes,Adobe PDF Library 11.0,Acrobat PDFMaker 11 for Word,no,A Valued Microsoft Customer,633479 bytes,yes,1.6,NBC 4/ LOS ANGELES,612 x 792 pts (letter),Tue May 27 14:39:33 2014,2
,,,,,,,,,,,,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/KEY%20QUESTIONS%20KEY%20ANSWERS/NAB%20Key%20Questions%20Key%20Answers%20%2814146893084539%29.pdf,2014-10-30 13:15:00,WCAU,280.34 Kb,14146893084539,pdfs/14146893084539.pdf,txts/14146893084539.txt,no,Adobe PSL 1.2e for Canon,Canon iR-ADV 6255  PDF,no,,287070 bytes,yes,1.4,,612 x 792 pts (letter),Thu Oct 30 13:19:00 2014,5
486708,NRCC IE 2014,10/28/14,11/04/14,NATIONAL REPUBLICAN CONGRESSIO,07/30/14,07/30/14,NATIONAL MEDIA,RA35+,159,"$193,250.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/NATIONAL%20REPUBLICAN%20CONGRESSIONAL%20COMMITTEE/NRCC%20IE%20486708%20%2814150260513844%29.pdf,2014-11-03 09:47:00,WCAU,44.21 Kb,14150260513844,pdfs/14150260513844.pdf,txts/14150260513844.txt,no,ReportBuilder,ReportBuilder,no,,45271 bytes,no,1.3,,612 x 792.003 pts (letter),Wed Jul 30 10:12:35 2014,3
484458,NRCC IE 2014,10/21/14,10/27/14,NATIONAL REPUBLICAN CONGRESSIO,07/17/14,10/15/14,NATIONAL MEDIA,RA35+,0,$0.00,CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/NATIONAL%20REPUBLICAN%20CONGRESSIONAL%20COMMITTEE/NRCC484458%2D%2D1%20%2814150260944670%29.pdf,2014-11-03 09:48:00,WCAU,23.10 Kb,14150260944670,pdfs/14150260944670.pdf,txts/14150260944670.txt,no,ReportBuilder,,no,,23656 bytes,no,1.3,,612 x 792.003 pts (letter),Thu Oct 30 11:30:10 2014,2
,,,,,,,,,,,,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/NATIONAL%20REPUBLICAN%20CONGRESSIONAL%20COMMITTEE/wcau%20national%20media%20NRCC%20Inquiry%202014%202%20%2814150258869346%29.pdf,2014-11-03 09:44:00,WCAU,623.51 Kb,14150258869346,pdfs/14150258869346.pdf,txts/14150258869346.txt,yes,Adobe PDF Library 11.0,Acrobat PDFMaker 11 for Word,no,A Valued Microsoft Customer,638475 bytes,yes,1.6,NBC 4/ LOS ANGELES,612 x 792 pts (letter),Tue May 27 14:39:33 2014,2
482687,Issue/Candidate,07/14/14,07/20/14,NEXTGEN CLIMATE ACTION,07/10/14,07/10/14,WATERFRONT STRATEGIES,RA35+,33,"$58,825.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/NEXTGEN%20CLLIMATE%20ACTION%20COMMITTEE/NextGen%20Climate%2030s%20482687%20%2814050076051635%29.pdf,2014-07-10 11:53:00,WCAU,28.54 Kb,14050076051635,pdfs/14050076051635.pdf,txts/14050076051635.txt,no,ReportBuilder,ReportBuilder,no,,29228 bytes,no,1.3,,612 x 792.003 pts (letter),Thu Jul 10 11:26:11 2014,2
482362,Issue,07/10/14,07/13/14,NEXTGEN CLIMATE ACTION,07/10/14,07/10/14,WATERFRONT STRATEGIES,RA35+,33,"$81,500.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/NEXTGEN%20CLLIMATE%20ACTION%20COMMITTEE/NextGen%20Climate%2060s%20482362%20%2814050076337123%29.pdf,2014-07-10 11:53:00,WCAU,30.63 Kb,14050076337123,pdfs/14050076337123.pdf,txts/14050076337123.txt,no,ReportBuilder,ReportBuilder,no,,31367 bytes,no,1.3,,612 x 792.003 pts (letter),Thu Jul 10 10:18:07 2014,2
,,,,,,,,,,,,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/PA%20FAMILIES%20FIRST/great%20american%20media%20%2D%20PA%20Family%20First%20pac%20%2D%20NBCOTS%20Political%20Inquiry%20Record%2DIssue%20Ads%202014%20%2D%20V2%202%20%2814060453329660%29.pdf,2014-07-22 12:08:00,WCAU,618.24 Kb,14060453329660,pdfs/14060453329660.pdf,txts/14060453329660.txt,yes,Adobe PDF Library 11.0,Acrobat PDFMaker 11 for Word,no,A Valued Microsoft Customer,633076 bytes,yes,1.6,NBC 4/ LOS ANGELES,612 x 792 pts (letter),Tue May 27 14:39:33 2014,2
,,,,,,,,,,,,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/OTHER/FRIENDS%20OF%20WARREN%20KEMPF/Kampf%20Client%20Info.NAB%20%2814146919503504%29.pdf,2014-10-30 13:59:00,WCAU,136.08 Kb,14146919503504,pdfs/14146919503504.pdf,txts/14146919503504.txt,no,,,no,,139350 bytes,yes,1.4,,612 x 792 pts (letter),Fri Sep 12 11:22:29 2014,4
509000,JKAMP,10/30/14,11/04/14,FRIENDS OF WARREN KAMPF,10/31/14,10/31/14,MENTZER MEDIA,RA35+,16,"$12,700.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/OTHER/FRIENDS%20OF%20WARREN%20KEMPF/Warren%20Kampf509000%2D%2D1%20%2814147906547135%29.pdf,2014-10-31 17:24:00,WCAU,30.66 Kb,14147906547135,pdfs/14147906547135.pdf,txts/14147906547135.txt,no,ReportBuilder,,no,,31396 bytes,no,1.3,,612 x 792.003 pts (letter),Fri Oct 31 15:57:39 2014,3
,,,,,,,,,,,,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/OTHER/FRIENDS%20OF%20WARREN%20KEMPF/mentzer%20%2D%20kampf%20inquiry%20N1BCOTS%20Political%20Inquiry%20Record%2DCandidate%20Ads%202014%20%2814146919969379%29.pdf,2014-10-30 13:59:00,WCAU,1.29 Mb,14146919969379,pdfs/14146919969379.pdf,txts/14146919969379.txt,yes,Adobe PDF Library 11.0,Acrobat PDFMaker 11 for Word,no,A Valued Microsoft Customer,1351688 bytes,yes,1.6,NBC 4/ LOS ANGELES,612 x 792 pts (letter),Thu May 22 09:00:04 2014,2
493911,Political,09/03/14,09/09/14,JOHN KANE 4 ST SENATE,09/02/14,09/11/14,BUYING TIME MEDIA,RA35+,15,"$8,525.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/OTHER/JOHN%20KANE%20FOR%20STATE%20SENATE/John%20%20Kane%204%20St%20Sen%20493911%20%2814146873825138%29.pdf,2014-10-30 12:43:00,WCAU,31.09 Kb,14146873825138,pdfs/14146873825138.pdf,txts/14146873825138.txt,no,Toolkit http://www.activepdf.com,Toolkit http://www.activepdf.com,no,,31838 bytes,no,1.4,,612 x 792.003 pts (letter),Thu Sep 11 17:12:50 2014,2
495247,political,09/10/14,09/16/14,JOHN KANE 4 ST SENATE,09/08/14,09/09/14,BUYING TIME MEDIA,RA35+,23,"$12,700.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/OTHER/JOHN%20KANE%20FOR%20STATE%20SENATE/John%20Kane%204%20St%20Sen%209.10%20to%209.16%20495247%20%20%2814146874110033%29.pdf,2014-10-30 12:43:00,WCAU,31.00 Kb,14146874110033,pdfs/14146874110033.pdf,txts/14146874110033.txt,no,Toolkit http://www.activepdf.com,Toolkit http://www.activepdf.com,no,,31745 bytes,no,1.4,,612 x 792.003 pts (letter),Tue Sep  9 15:57:55 2014,2
497416,political,09/17/14,09/23/14,JOHN KANE 4 ST SENATE,09/19/14,09/19/14,BUYING TIME MEDIA,RA35+,23,"$16,650.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/OTHER/JOHN%20KANE%20FOR%20STATE%20SENATE/John%20Kane%204%20St%20Sen497416%20%2814146874369060%29.pdf,2014-10-30 12:43:00,WCAU,43.91 Kb,14146874369060,pdfs/14146874369060.pdf,txts/14146874369060.txt,no,Toolkit http://www.activepdf.com,Toolkit http://www.activepdf.com,no,,44960 bytes,no,1.4,,612 x 792.003 pts (letter),Fri Sep 19 18:37:18 2014,3
499591,political,09/24/14,09/30/14,JOHN KANE 4 ST SENATE,09/23/14,09/23/14,BUYING TIME MEDIA,RA35+,22,"$17,775.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/OTHER/JOHN%20KANE%20FOR%20STATE%20SENATE/John%20Kane%204%20St%20Senat499591%20%2814146874971521%29.pdf,2014-10-30 12:44:00,WCAU,38.06 Kb,14146874971521,pdfs/14146874971521.pdf,txts/14146874971521.txt,no,Toolkit http://www.activepdf.com,Toolkit http://www.activepdf.com,no,,38977 bytes,no,1.4,,612 x 792.003 pts (letter),Tue Sep 23 20:10:34 2014,3
493943,political,09/03/14,09/09/14,JOHN KANE 4 ST SENATE,09/03/14,09/03/14,BUYING TIME MEDIA,RA35+,4,"$1,400.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/OTHER/JOHN%20KANE%20FOR%20STATE%20SENATE/John%20Kane%20est%203429%20493943%20%2814146875144605%29.pdf,2014-10-30 12:45:00,WCAU,25.42 Kb,14146875144605,pdfs/14146875144605.pdf,txts/14146875144605.txt,no,Toolkit http://www.activepdf.com,Toolkit http://www.activepdf.com,no,,26035 bytes,no,1.4,,612 x 792.003 pts (letter),Wed Sep  3 10:25:14 2014,2
501780,political,10/01/14,10/07/14,JOHN KANE 4 ST SENATE,09/30/14,10/28/14,BUYING TIME MEDIA,RA35+,36,"$16,840.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/OTHER/JOHN%20KANE%20FOR%20STATE%20SENATE/John%20Kane501780%2D%2D1%20%2814146875761601%29.pdf,2014-10-30 12:46:00,WCAU,36.05 Kb,14146875761601,pdfs/14146875761601.pdf,txts/14146875761601.txt,no,ReportBuilder,,no,,36916 bytes,no,1.3,,612 x 792.003 pts (letter),Wed Oct 29 09:35:14 2014,3
503718,political,10/08/14,10/18/14,JOHN KANE 4 ST SENATE,10/07/14,10/28/14,BUYING TIME MEDIA,RA35+,71,"$33,180.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/OTHER/JOHN%20KANE%20FOR%20STATE%20SENATE/John%20Kane503718%2D%2D1%20%2814152225773746%29.pdf,2014-11-05 16:22:00,WCAU,52.53 Kb,14152225773746,pdfs/14152225773746.pdf,txts/14152225773746.txt,no,ReportBuilder,,no,,53791 bytes,no,1.3,,612 x 792.003 pts (letter),Wed Nov  5 15:53:35 2014,5
505400,political,10/15/14,10/21/14,JOHN KANE 4 ST SENATE,10/23/14,10/23/14,BUYING TIME MEDIA,RA35+,75,"$50,750.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/OTHER/JOHN%20KANE%20FOR%20STATE%20SENATE/John%20Kane505400%2D%2D1%20%2814146876056248%29.pdf,2014-10-30 12:46:00,WCAU,60.83 Kb,14146876056248,pdfs/14146876056248.pdf,txts/14146876056248.txt,no,ReportBuilder,,no,,62285 bytes,no,1.3,,612 x 792.003 pts (letter),Thu Oct 23 10:37:05 2014,6
505619,political,10/16/14,10/26/14,JOHN KANE 4 ST SENATE,10/15/14,10/28/14,BUYING TIME MEDIA,RA35+,16,"$6,775.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/OTHER/JOHN%20KANE%20FOR%20STATE%20SENATE/John%20Kane505619%2D%2D1%20%2814146876200023%29.pdf,2014-10-30 12:47:00,WCAU,33.84 Kb,14146876200023,pdfs/14146876200023.pdf,txts/14146876200023.txt,no,ReportBuilder,,no,,34656 bytes,no,1.3,,612 x 792.003 pts (letter),Wed Oct 29 09:57:47 2014,3
506882,political,10/22/14,10/23/14,JOHN KANE 4 ST SENATE,10/23/14,10/23/14,BUYING TIME MEDIA,RA35+,12,"$6,600.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/OTHER/JOHN%20KANE%20FOR%20STATE%20SENATE/John%20Kane506882%2D%2D1%20%2814146876419699%29.pdf,2014-10-30 12:47:00,WCAU,24.61 Kb,14146876419699,pdfs/14146876419699.pdf,txts/14146876419699.txt,no,ReportBuilder,,no,,25202 bytes,no,1.3,,612 x 792.003 pts (letter),Thu Oct 23 13:56:03 2014,2
507174,political,10/23/14,11/02/14,JOHN KANE 4 ST SENATE,10/27/14,10/27/14,BUYING TIME MEDIA,RA35+,15,"$8,625.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/OTHER/JOHN%20KANE%20FOR%20STATE%20SENATE/John%20Kane507174%2D%2D1%20%2814146876587176%29.pdf,2014-10-30 12:47:00,WCAU,30.74 Kb,14146876587176,pdfs/14146876587176.pdf,txts/14146876587176.txt,no,ReportBuilder,,no,,31478 bytes,no,1.3,,612 x 792.003 pts (letter),Mon Oct 27 12:14:33 2014,3
507459,political,10/24/14,10/25/14,JOHN KANE 4 ST SENATE,10/23/14,10/23/14,BUYING TIME MEDIA,RA35+,13,"$6,700.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/OTHER/JOHN%20KANE%20FOR%20STATE%20SENATE/John%20Kane507459%2D%2D1%20%2814146876765188%29.pdf,2014-10-30 12:47:00,WCAU,25.06 Kb,14146876765188,pdfs/14146876765188.pdf,txts/14146876765188.txt,no,ReportBuilder,,no,,25658 bytes,no,1.3,,612 x 792.003 pts (letter),Thu Oct 23 12:59:05 2014,2
507749,political,10/25/14,10/27/14,JOHN KANE 4 ST SENATE,10/24/14,10/24/14,BUYING TIME MEDIA,RA35+,24,"$14,175.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/OTHER/JOHN%20KANE%20FOR%20STATE%20SENATE/John%20Kane507749%2D%2D1%20%2814146876963145%29.pdf,2014-10-30 12:48:00,WCAU,34.40 Kb,14146876963145,pdfs/14146876963145.pdf,txts/14146876963145.txt,no,ReportBuilder,,no,,35227 bytes,no,1.3,,612 x 792.003 pts (letter),Fri Oct 24 13:26:27 2014,3
508111,political,10/28/14,10/29/14,JOHN KANE 4 ST SENATE,10/27/14,10/27/14,BUYING TIME MEDIA,RA35+,12,"$7,100.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/OTHER/JOHN%20KANE%20FOR%20STATE%20SENATE/John%20Kane508111%2D%2D1%20%2814146877110197%29.pdf,2014-10-30 12:48:00,WCAU,24.74 Kb,14146877110197,pdfs/14146877110197.pdf,txts/14146877110197.txt,no,ReportBuilder,,no,,25334 bytes,no,1.3,,612 x 792.003 pts (letter),Mon Oct 27 15:00:48 2014,2
508413,political,10/29/14,10/30/14,JOHN KANE 4 ST SENATE,10/28/14,10/28/14,BUYING TIME MEDIA,RA35+,11,"$6,100.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/OTHER/JOHN%20KANE%20FOR%20STATE%20SENATE/John%20Kane508413%2D%2D1%20%2814146877241432%29.pdf,2014-10-30 12:48:00,WCAU,24.44 Kb,14146877241432,pdfs/14146877241432.pdf,txts/14146877241432.txt,no,ReportBuilder,,no,,25026 bytes,no,1.3,,612 x 792.003 pts (letter),Tue Oct 28 14:01:00 2014,2
508591,political,10/30/14,10/31/14,JOHN KANE 4 ST SENATE,10/29/14,10/29/14,BUYING TIME MEDIA,RA35+,11,"$6,100.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/OTHER/JOHN%20KANE%20FOR%20STATE%20SENATE/John%20Kane508591%2D%2D1%20%2814152224381357%29.pdf,2014-11-05 16:20:00,WCAU,24.41 Kb,14152224381357,pdfs/14152224381357.pdf,txts/14152224381357.txt,no,ReportBuilder,,no,,24996 bytes,no,1.3,,612 x 792.003 pts (letter),Wed Nov  5 16:13:54 2014,2
508921,political,10/31/14,11/04/14,JOHN KANE 4 ST SENATE,10/30/14,10/30/14,BUYING TIME MEDIA,RA35+,7,"$4,500.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/OTHER/JOHN%20KANE%20FOR%20STATE%20SENATE/John%20Kane508921%2D%2D1%20%2814152224110449%29.pdf,2014-11-05 16:20:00,WCAU,23.64 Kb,14152224110449,pdfs/14152224110449.pdf,txts/14152224110449.txt,no,ReportBuilder,,no,,24207 bytes,no,1.3,,612 x 792.003 pts (letter),Wed Nov  5 16:13:15 2014,2
